angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.01,"(609, 211, 112, 112)",0.0,0.01,0.0,0.89,0.09,0.0
0.01,"(609, 211, 112, 112)",0.0,0.01,0.01,0.89,0.09,0.0
0.01,"(609, 211, 112, 112)",0.0,0.01,0.0,0.89,0.09,0.0
0.01,"(609, 210, 113, 113)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(609, 210, 112, 112)",0.0,0.01,0.01,0.88,0.08,0.0
0.01,"(609, 210, 112, 112)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.0,0.85,0.11,0.0
0.02,"(608, 210, 113, 113)",0.0,0.01,0.0,0.85,0.11,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.01,0.86,0.11,0.0
0.01,"(609, 211, 112, 112)",0.0,0.01,0.0,0.86,0.11,0.0
0.02,"(608, 210, 113, 113)",0.0,0.02,0.0,0.79,0.17,0.0
0.03,"(607, 209, 114, 114)",0.0,0.02,0.0,0.78,0.17,0.0
0.01,"(607, 209, 115, 115)",0.0,0.01,0.0,0.86,0.11,0.0
0.01,"(608, 210, 113, 113)",0.0,0.02,0.0,0.81,0.16,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.01,0.84,0.13,0.0
0.01,"(609, 210, 112, 112)",0.0,0.01,0.01,0.85,0.11,0.0
0.01,"(607, 209, 114, 114)",0.0,0.01,0.01,0.85,0.12,0.0
0.01,"(609, 210, 112, 112)",0.0,0.01,0.01,0.85,0.11,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.01,0.86,0.11,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.01,0.86,0.11,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.0,0.86,0.11,0.0
0.01,"(608, 210, 113, 113)",0.0,0.01,0.01,0.89,0.09,0.0
0.01,"(608, 211, 111, 111)",0.0,0.02,0.01,0.8,0.16,0.0
0.01,"(608, 211, 111, 111)",0.0,0.02,0.01,0.82,0.14,0.0
0.01,"(608, 211, 112, 112)",0.0,0.01,0.01,0.86,0.11,0.0
0.01,"(608, 211, 112, 112)",0.0,0.01,0.01,0.86,0.11,0.0
0.01,"(608, 210, 112, 112)",0.0,0.02,0.01,0.84,0.13,0.0
0.01,"(608, 210, 112, 112)",0.0,0.02,0.01,0.84,0.12,0.0
0.01,"(608, 210, 112, 112)",0.0,0.02,0.01,0.82,0.13,0.0
0.01,"(608, 210, 112, 112)",0.0,0.02,0.01,0.82,0.14,0.0
0.01,"(604, 208, 116, 116)",0.0,0.01,0.0,0.84,0.14,0.0
0.01,"(604, 208, 116, 116)",0.0,0.01,0.0,0.82,0.15,0.0
0.01,"(608, 212, 111, 111)",0.0,0.02,0.0,0.78,0.19,0.0
0.01,"(608, 212, 110, 110)",0.0,0.02,0.01,0.75,0.22,0.0
0.01,"(606, 208, 115, 115)",0.0,0.02,0.01,0.83,0.13,0.0
0.01,"(605, 209, 115, 115)",0.0,0.01,0.01,0.88,0.09,0.0
0.01,"(610, 213, 109, 109)",0.0,0.02,0.01,0.84,0.12,0.0
0.01,"(610, 213, 109, 109)",0.0,0.02,0.01,0.84,0.12,0.0
0.01,"(605, 208, 116, 116)",0.0,0.01,0.01,0.88,0.09,0.0
0.01,"(611, 213, 109, 109)",0.0,0.02,0.01,0.84,0.12,0.0
0.01,"(610, 213, 110, 110)",0.0,0.01,0.01,0.88,0.09,0.0
0.02,"(607, 210, 113, 113)",0.0,0.02,0.01,0.81,0.14,0.0
0.02,"(607, 210, 113, 113)",0.0,0.02,0.01,0.82,0.13,0.0
0.02,"(608, 211, 112, 112)",0.0,0.02,0.01,0.83,0.13,0.0
0.02,"(607, 210, 113, 113)",0.0,0.01,0.01,0.83,0.12,0.0
0.02,"(607, 210, 113, 113)",0.0,0.01,0.01,0.84,0.11,0.0
0.02,"(607, 210, 113, 113)",0.0,0.01,0.01,0.84,0.11,0.0
0.01,"(607, 211, 113, 113)",0.0,0.01,0.01,0.89,0.07,0.0
0.03,"(607, 210, 113, 113)",0.0,0.01,0.02,0.82,0.12,0.0
0.01,"(607, 211, 113, 113)",0.0,0.01,0.01,0.89,0.08,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.85,0.11,0.0
0.02,"(607, 211, 112, 112)",0.0,0.01,0.01,0.84,0.12,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.83,0.12,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.84,0.12,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.84,0.12,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.85,0.11,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.84,0.12,0.0
0.02,"(607, 210, 113, 113)",0.0,0.01,0.01,0.82,0.13,0.0
0.02,"(607, 210, 113, 113)",0.0,0.01,0.01,0.82,0.13,0.0
0.03,"(607, 210, 113, 113)",0.0,0.01,0.01,0.82,0.13,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.83,0.13,0.0
0.01,"(607, 210, 114, 114)",0.0,0.01,0.01,0.89,0.07,0.0
0.02,"(608, 210, 113, 113)",0.0,0.01,0.01,0.85,0.11,0.0
0.02,"(608, 211, 112, 112)",0.0,0.01,0.01,0.83,0.13,0.0
0.02,"(609, 211, 112, 112)",0.0,0.02,0.01,0.82,0.13,0.0
0.02,"(609, 211, 112, 112)",0.0,0.02,0.01,0.83,0.13,0.0
0.02,"(607, 211, 112, 112)",0.0,0.01,0.01,0.84,0.12,0.0
0.01,"(606, 209, 116, 116)",0.0,0.01,0.01,0.88,0.09,0.0
0.02,"(606, 209, 116, 116)",0.0,0.01,0.01,0.88,0.09,0.0
0.02,"(606, 209, 116, 116)",0.0,0.01,0.01,0.87,0.09,0.0
0.02,"(607, 210, 114, 114)",0.0,0.01,0.01,0.84,0.12,0.0
0.02,"(608, 210, 113, 113)",0.0,0.02,0.01,0.8,0.15,0.0
0.02,"(606, 209, 116, 116)",0.0,0.01,0.01,0.88,0.09,0.0
0.02,"(606, 209, 115, 115)",0.0,0.01,0.01,0.84,0.13,0.0
0.02,"(606, 209, 116, 116)",0.0,0.01,0.01,0.87,0.09,0.0
0.02,"(606, 209, 116, 116)",0.0,0.01,0.01,0.88,0.09,0.0
0.02,"(606, 209, 116, 116)",0.0,0.01,0.01,0.88,0.09,0.0
0.03,"(608, 210, 113, 113)",0.0,0.02,0.01,0.77,0.16,0.0
0.02,"(607, 209, 116, 116)",0.0,0.01,0.01,0.86,0.1,0.0
0.02,"(607, 210, 114, 114)",0.0,0.02,0.01,0.8,0.15,0.0
0.02,"(607, 210, 114, 114)",0.0,0.01,0.01,0.82,0.13,0.0
0.03,"(608, 210, 113, 113)",0.0,0.02,0.01,0.77,0.16,0.0
0.02,"(607, 210, 114, 114)",0.0,0.01,0.01,0.83,0.12,0.0
0.04,"(608, 210, 113, 113)",0.0,0.02,0.01,0.73,0.19,0.0
0.04,"(608, 210, 113, 113)",0.0,0.02,0.01,0.75,0.17,0.0
0.02,"(608, 211, 113, 113)",0.0,0.03,0.01,0.75,0.19,0.0
0.02,"(606, 210, 116, 116)",0.0,0.02,0.0,0.82,0.14,0.0
0.02,"(607, 211, 114, 114)",0.0,0.02,0.0,0.78,0.17,0.0
0.02,"(610, 213, 111, 111)",0.0,0.03,0.0,0.78,0.17,0.0
0.02,"(610, 212, 111, 111)",0.0,0.03,0.0,0.75,0.2,0.0
0.01,"(605, 210, 116, 116)",0.0,0.01,0.0,0.85,0.12,0.0
0.02,"(611, 213, 110, 110)",0.0,0.03,0.01,0.73,0.21,0.0
